AssemblyName,Organism
ASM1609754v1,Eucalyptus victrix
ASM1609759v1,Eucalyptus pumila
ASM1609748v1,Eucalyptus sideroxylon x Eucalyptus melliodora
Gae_host_genome,Gigantopelta aegis
V_amurensis_1.0,Vitis amurensis
Haihua1_v1,Arachis hypogaea
CAU_DHC11_v01_alt,Debaryomyces hansenii
CAU_DHC11_v01_pri,Debaryomyces hansenii
ASM1606505v1,Halosimplex litoreum
RU_Dtri_1.1,Drosophila triauraria
ASM1584641v1,Triplophysa dalaica
SDv1.1,Salix dunnii
ASM1573044v1,Prunus persica
bf_hap-2,Branchiostoma floridae x Branchiostoma japonicum
ASM1585258v1,Drosophila melanogaster
ASM1583244v1,Drosophila melanogaster
mywa_2.1,Setophaga coronata coronata
Ninghe_Sus_1,Sus scrofa
ASM1577677v1,Crassostrea hongkongensis
Motacilla_alba_V1.0_pri,Motacilla alba alba
HN1 Assembly v2,Saccharomyces cerevisiae
CavTom2PMs-1.0,Corylus avellana
OLEA9,Olea europaea subsp. europaea
Sylvilagus_bachmani_HiC,Sylvilagus bachmani
VPISU_Cqui_1.0_pri_paternal,Culex quinquefasciatus
ASM1107486v2,Brettanomyces nanus
ASM1568090v1,Coptis chinensis
OAC-Rex_P_vulgaris,Phaseolus vulgaris
ASM1570882v1,Lethenteron reissneri
ASM1570839v1,Nilaparvata lugens
ASM1567895v1,Chrysoporthe sp. MAF-2017a
EM14S01-3B Assembly v2,Saccharomyces cerevisiae
XXYS1.4 Assembly v2,Saccharomyces cerevisiae
JXXY16.1 Assembly v2,Saccharomyces cerevisiae
SX2 Assembly v2,Saccharomyces cerevisiae
BJ4 Assembly v2,Saccharomyces cerevisiae
HLJ1 Assembly v2,Saccharomyces cerevisiae
Y55 Assembly v2,Saccharomyces cerevisiae
CML3066.v2,Fusarium graminearum
ZJU1.0,Anas platyrhynchos
iHerIll2.2.curated.20191125,Hermetia illucens
ASM1565438v1,Saccharolobus solfataricus
AatrE4,Anopheles atroparvus
AalbS4,Anopheles albimanus
mTacAcu1,Tachyglossus aculeatus
Morex_v1.0_update_x,Hordeum vulgare subsp. vulgare
Morex_v2.0_test_0H,Hordeum vulgare subsp. vulgare
ASM1547640v1,Lentinula edodes
ASM164957v2,Kryptolebias marmoratus
Bmori_2016v1.0,Bombyx mori
HC1-N,Homo sapiens
ASM1534279v1,Argiope bruennichi
UDSC_Var_1.1,Brassica juncea
Embrapa_Uruz_1.0,Urochloa ruziziensis
UCSD_Lpic_2.0,Lytechinus pictus
Saanen_v1,Capra hircus
ASM1534326v1,Pao palembangensis
EGPMv6,Elaeis guineensis
ASM1536351v1,Saccharomyces cerevisiae
Zm-LH244-REFERENCE-BAYER-1.0,Zea mays
mOrnAna1.pri.v4,Ornithorhynchus anatinus
Chrysemys_picta_BioNano-3.0.4,Chrysemys picta bellii
ASM1524537v1,Cryptosporidium parvum
ETRf_v1,Entosphenus tridentatus
NSTDA_Pmon_1,Penaeus monodon
Tianlong1,Glycine max
mRhiFer1_v1.p,Rhinolophus ferrumequinum
RU_Dsub_v1.1,Drosophila subpulchrella
bPogPus1.pri,Pogoniulus pusillus
fSebUmb1.pri,Sebastes umbrosus
fPygNat1.pri,Pygocentrus nattereri
mChoDid1.pri,Choloepus didactylus
bFalRus1.pri,Falco rusticolus
ASM1503365v1,Trypanosoma cruzi
ASM1503362v1,Trypanosoma cruzi
ASM1514329v1,Tetracentron sinense
El Paco v. 4,Pristionchus pacificus
ASM1510439v1,Macrobrachium nipponense
ASM1509979v1,Entamoeba histolytica
ASM1507626v1,Solanum tuberosum
HU_Pman_2.1.3,Peromyscus maniculatus bairdii
ASM1496433v1,Solanum pimpinellifolium
UMN_S.PABB004_v1,Scenedesmus sp. PABB004
SCAU_Psal_1.0,Prunus salicina
ASM1496974v1,Haloferax gibbonsii
ASM1496224v1,Thermosphaera aggregans
ASM1490585v1,Homo sapiens
Ccitriodora_v2_1,Corymbia citriodora subsp. variegata
ASM1490517v1,Aphidius gifuensis
ASM1489893v1,Saccharomyces cerevisiae
ASM1487270v1,Agaricus bisporus var. burnettii
ASM1485885v1,Bufo gargarizans
Pde_NFU_2_2,Populus deltoides
ASM1489882v1,Saccharomyces cerevisiae
ASM1413399v1,Saccharomyces cerevisiae
ASM1485708v1,Fusarium oxysporum
ASM401491v1,Saccharomyces cerevisiae
fAcaLat1.1,Acanthopagrus latus
ASM1487677v1,Infirmifilum lucidum
ASM1487306v1,Pichia kudriavzevii
ASM1484369v1,Archivesica marissinica
ASM1484394v1,Plasmodium vivax
ASM1484367v1,Plasmodium vivax
ASM1484393v1,Plasmodium vivax
ASM1484368v1,Plasmodium vivax
ASM1484372v1,Amphicarpaea edgeworthii
ASM1485141v1,Cnaphalocrocis medinalis
ASM1485142v1,Senna tora
ASM1485710v1,Fusarium oxysporum f. sp. koae
PBNK65NY,Plasmodium berghei
10wheat_assembly_norin61,Triticum aestivum
Dog10K_Boxer_Tasha,Canis lupus familiaris
JHU_Msex_v1.0,Manduca sexta
mBalMus1.pri.v3,Balaenoptera musculus
aradu.K30065.gnm1.M24N,Arachis duranensis
fXenCan1.pri,Xenentodon cancila
ASM1482597v1,Bombus haemorrhoidalis
arast.V10309.gnm1.PFL2,Arachis stenosperma
ASM1482592v1,Bombus breviceps
ASM1482587v1,Bombus ignitus
ASM1482585v1,Bombus pyrosoma
ASM1482582v1,Bombus turneri
Zerene_cesonia_1.1,Zerene cesonia
fAnaAna1.pri,Anableps anableps
UCI_PerLeu_2.1,Peromyscus leucopus
bDryPub1.pri,Dryobates pubescens
bSylBor1.pri,Sylvia borin
LU_Pmuni_1.1,Podarcis muralis nigriventris
IBAB_Ahyp_2.0,Amaranthus hypochondriacus
ASM1480568v1,Silurus meridionalis
ASM1482606v1,Anthracocystis panici-leucophaei
ASM1475150v1,Alternaria alternata
ASM1460749v2,Carposina sasakii
Mru_ZJU_2,Morella rubra
USDA_OmykA_1.1,Oncorhynchus mykiss
ASM1467356v1,Sebastes schlegelii
aradu.V14167.gnm2.J7QH,Arachis duranensis
OsN22RS2,Oryza sativa aus subgroup
CUR_PtrDW5_2.1,Pyrenophora tritici-repentis
ASM1467353v1,[Candida] auris
OchPri4.0,Ochotona princeps
ASM1463599v1,Sarcophaga peregrina
ASM1463674v1,Centella asiatica
ASM1463603v1,Oryza sativa
ASM1463601v1,Oryza sativa
ASM1452537v1,Cucumis melo subsp. agrestis
ASM1463335v1,Diospyros lotus
ASM1463336v1,Diospyros lotus
mPipPip1.1,Pipistrellus pipistrellus
PRET-male-REFERENCE,Poecilia reticulata
ASM1460747v1,Beauveria bassiana
AT9943.Cdm-0.scaffold,Arabidopsis thaliana
T_caminus_IRI35c,Thermococcus camini
IGDBCAS_Zhonghua11_1.0,Oryza sativa Japonica Group
XU_Tbim_1.0,Takifugu bimaculatus
HZAU_G240_1.0,Camellia sinensis
CDC_Ltropica216-162_v1,Leishmania tropica
ASM325472v2,Canis lupus dingo
BU_Bcop_v1,Bradysia coprophila
A188Ref1,Zea mays
CAU_Oori_1.0,Ovis orientalis
ASM1446618v1,Vespula vulgaris
ASM1446581v1,Laodelphax striatellus
ASM1435652v1,Nilaparvata lugens
ASM1446619v1,Vespula germanica
ASM1446617v1,Vespula pensylvanica
ASM1435651v1,Sogatella furcifera
MalaPachy_UAB,Malassezia pachydermatis
ASM1449061v1,Yarrowia lipolytica
ASM1346749v1,Gossypium gossypioides
ASM1346748v1,Gossypium lobatum
ASM1351131v1,Gossypium laxum
ASM1367726v1,Gossypium armourianum
ASM1367727v1,Gossypium schwendimanii
ASM1367725v1,Gossypium harknessii
ASM1367724v1,Gossypium davidsonii
ASM1367723v1,Gossypium klotzschianum
ASM1348766v1,Gossypium aridum
ASM1346746v1,Gossypium trilobum
ASM1346747v1,Gossypium raimondii
ROS_Cfam_1.0,Canis lupus familiaris
ASM1446697v1,Leishmania chagasi
ASM1446693v1,Leishmania chagasi
ASM973950v2,Apolygus lucorum
ASM1433864v1,Triticum aestivum subsp. tibeticum
IpCoco_1.2,Ictalurus punctatus
ASM400665v3,Ictalurus punctatus
ASM1433265v1,Carassius auratus
ASM1433481v1,Pyrenophora teres f. maculata
ASM1433479v1,Pyrenophora teres f. maculata
ASM1433477v1,Pyrenophora teres f. maculata
ASM1433475v1,Pyrenophora teres f. maculata
MPIA_NFZ_2.0,Nothobranchius furzeri
ASM1431973v1,Nelumbo nucifera
10wheat_assembly_stanley,Triticum aestivum
10wheat_assembly_sy_mattis,Triticum aestivum
10wheat_assembly_landmark1,Triticum aestivum
fBetSpl5.3,Betta splendens
mAcoRus1.1,Acomys russatus
mOncTor1.1,Onychomys torridus
Adeanei_nanopore_chromosomes,Angomonas deanei
BGI_Pnoto_1,Panax notoginseng
WHFS_GsojaF_1.0,Glycine soja
ASM1428224v1,Rhododendron simsii
WHFS_GmHX3_1.0,Glycine max
WHFS_GmJY_1.0,Glycine max
WHFS_GmHF25_1.0,Glycine max
WHFS_GmZH13_1.0,Glycine max
WHFS_GmZH35_1.0,Glycine max
WHFS_GmWF7_1.0,Glycine max
WHFS_GmW82_1.0,Glycine max
ASM1428187v1,Nibea albiflora
fDenClu1.2,Denticeps clupeoides
mSciVul1.2,Sciurus vulgaris
fParRan2.2,Parambassis ranga
mLutLut1.2,Lutra lutra
mSciCar1.2,Neosciurus carolinensis
fGouWil2.2,Gouania willdenowi
fDreTuH1.2,Danio rerio
Taro_JAAS_v1.0,Colocasia esculenta
ASM1421772v1,[Candida] glabrata
ASM1421745v1,[Candida] auris
barley_shape_morex_clr,Hordeum vulgare subsp. vulgare
ASM1418930v1,Solanum tuberosum
ASM1418947v1,Solanum tuberosum
ASM1418254v1,Eucalyptus globulus
ASM1418289v1,Angophora floribunda
ASM1418273v1,Corymbia maculata
ASM1418284v1,Corymbia calophylla
ASM1418270v1,Eucalyptus camaldulensis
ASM1418272v1,Eucalyptus brandiana
ASM1418269v1,Eucalyptus albens
ASM1418271v1,Eucalyptus cloeziana
ASM1418258v1,Eucalyptus coolabah
ASM1418257v1,Eucalyptus decipiens
ASM1418255v1,Eucalyptus erythrocorys
ASM1418256v1,Eucalyptus marginata
ASM1418251v1,Eucalyptus microcorys
ASM1418239v1,Eucalyptus salubris
ASM1418240v1,Eucalyptus sideroxylon
ASM1337386v2,Monomorium pharaonis
ASM1418236v1,Eucalyptus tenuipes
ASM1418238v1,Eucalyptus viminalis
ASM1418237v1,Eucalyptus virginea
SLUC_FBN_1.2,Sander lucioperca
ASM1418285v1,Eucalyptus regnans
ASM1418314v1,Sciaenops ocellatus
SMRT_HiC_Fo5176,Fusarium oxysporum f. sp. conglutinans
MU-UCD_Fhet_4.1,Fundulus heteroclitus
IMCB_Tgig_1.0,Tachypleus gigas
PVPCR_v1,Plasmodium vinckei petteri
PVSEL_v1,Plasmodium vinckei
PVLDE_v1,Plasmodium vinckei lentum
PVBDA_v1,Plasmodium vinckei brucechwatti
ASM1413389v1,Torulaspora globosa
ASM1411748v1,Aspergillus flavus
ASM1411746v1,Aspergillus flavus NRRL3357
ASM411504v3,Sinella curviseta
VT_AalbS3_pri_1.0,Anopheles albimanus
ASM1361896v1,Manihot esculenta
ASM1407531v1,Nitrosopumilus sp.
IRD_Aeve_1.1,Aeschynomene evenia
Amil_v2.1,Acropora millepora
ASM1369444v1,Torulaspora sp. CBS 2947
ASM1349639v1,Giraffa tippelskirchi
F153.v0709,Ananas comosus
ASM1342104v1,Propylea japonica
ASM1343651v1,Acanthopagrus latus
bj_hap,Branchiostoma floridae x Branchiostoma japonicum
ASM1343575v1,Amphilophus citrinellus
ASM1343648v1,Eriocheir sinensis
ASM1343314v1,Ascaris suum
ASM1343316v1,Hypsizygus marmoreus
ASM1346617v1,Penicillium polonicum
ASM1342719v1,Vigna mungo
ASM1342322v1,Fusarium oxysporum f. sp. lini
ASM1342325v1,Fusarium oxysporum f. sp. lini
ASM1342323v1,Fusarium oxysporum f. sp. lini
ASM1342326v1,Fusarium oxysporum f. sp. lini
ASM1342324v1,Fusarium oxysporum f. sp. lini
ASM1342620v1,Metarhizium brunneum
ASM1342601v1,Candidatus Fermentimicrarchaeum limneticum
ASM1342590v1,Oscheius tipulae
Prunus_avium_v1.0,Prunus avium
GRCm39,Mus musculus
HanXRQr2.0-SUNRISE,Helianthus annuus
ASM1341590v1,Halosimplex pelagicum
ASM1341588v1,Halosimplex rubrum
ASM1341586v1,Methanomassiliicoccales archaeon
PchAJ,Plasmodium chabaudi chabaudi
PchDS,Plasmodium chabaudi adami
mLynCan4.pri.v2,Lynx canadensis
mZalCal1.pri.v2,Zalophus californianus
Morex_V2_scaf,Hordeum vulgare subsp. vulgare
AT7213.Ler-0.PacBio,Arabidopsis thaliana
AT7186.Kn-0.PacBio,Arabidopsis thaliana
AT5784.Ty-1.PacBio,Arabidopsis thaliana
AT1741.KBS-Mac-74.PacBio,Arabidopsis thaliana
G.lat_10XGenomicsChromium.v1,Glycine latifolia
L2-C3_rDNA,Fragilariopsis kerguelensis
duckbase.refseq.v4,Anas platyrhynchos
Plasmodium billcollinsi,Plasmodium sp. DRC-Itaito
ASM1340738v1,Nitrosarchaeum sp. AC2
ASM1340703v1,Coloeus monedula
ASM1340727v1,Candidatus Nitrosotenuis sp. DW1
ASM1340718v1,Nitrosopumilus ureiphilus
ASM1340716v1,Nitrosopumilus oxyclinae
Bspl.v1.2018,Betta splendens
ASM1340714v1,Nitrosopumilus cobalaminigenes
ASM1340144v1,Tripterygium wilfordii
ASM1340291v1,Zygotorulaspora mrakii
ASM1340287v1,Halobaculum salinum
ASM1340151v1,Halobaculum halophilum
Walnut 2.0,Juglans regia
COL_Plunatus_1.0,Phaseolus lunatus
ASM1339110v1,Natronomonas salina
ASM1339108v1,Natronomonas halophila
ASM1339028v1,Exserohilum turcica Et28A
ASM1338965v1,Chlamydomonas reinhardtii
ASM1338825v1,Methanolobus zinderi
ASM1338718v1,Caligus rogercresseyi
ASM372117v2,Halarchaeum sp. CBA1220
fDreNAz1.1,Danio rerio
fDreABz2.1,Danio rerio
fDreCBz1.1,Danio rerio
fDreABH1.1,Danio rerio
fDanAes4.1,Danio aesculapii
fDanKya3.1,Danio kyathit
ASM202525v2,Halolamina sp. CBA1230
ASM372143v2,Halorubrum sp. CBA1229
OryCun3.0,Oryctolagus cuniculus cuniculus
SCU_Mint_v3,Macadamia integrifolia
ASM1336875v1,Talaromyces rugulosus
bNycGra1.pri,Nyctibius grandis
fMegCyp1.pri,Megalops cyprinoides
fEleEle1.pri,Electrophorus electricus
ASM1336827v1,Xenopus tropicalis
ZZ_aureus,Oreochromis aureus
fAntMac1.pri,Antennarius maculatus
XX_nile,Oreochromis niloticus
fAngAng1.pri,Anguilla anguilla
ASM1334776v1,Scophthalmus maximus
ASM1335033v1,Chimonanthus salicifolius
GCA_900093555,Plasmodium vivax
ASM1333972v1,Rhipicephalus microplus
ASM1334329v1,Metallosphaera tengchongensis
ASM1334327v1,Nanohaloarchaea archaeon
LBDM_Dsuz_2.1.pri,Drosophila suzukii
ASM1308505v1,Fusarium oxysporum Fo47
NAS2_1.0,Conexivisphaera calida
CriGri-PICRH-1.0,Cricetulus griseus
ysfri_vvar_1.0,Verasper variegatus
ASM1328300v1,Paralithodes platypus
WAA_JIC_1.0,Eriosoma lanigerum
UCI_ANSTEP_V1.0,Anopheles stephensi
ASM1326719v1,Halorubrum salinarum
ASM1326560v1,Gossypium arboreum
ASM1317755v1,Candida tropicalis
ASM395868v2,Vigna unguiculata
YSFRI_Pleo_2.0,Plectropomus leopardus
Zm-B73_AB10-REFERENCE-NAM-1.0b,Zea mays
ASM1317733v1,Apiotrichum mycotoxinovorans
CGSB_Amar_1.0,Avicennia marina subsp. marina
ASM1316709v1,Daphnia sinensis
Callithrix_jacchus_cj1700_1.1,Callithrix jacchus
Callithrix_jacchus_cj1700_chrY,Callithrix jacchus
SYSU_Calt_1.1,Cromileptes altivelis
CSU_Ecrag_1.0,Etheostoma cragini
ASM1310374v1,Gardenia jasminoides
CAS_Tse_1.0,Trachemys scripta elegans
tgrh88,Toxoplasma gondii
ZJU_Ppup_chr_1.0,Pteromalus puparum
AT6909.Col-0.PacBio,Arabidopsis thaliana
Essen,Thermococcus sp. 2319x1
ASM480121v2,Citrullus lanatus
mPhyDis1.pri.v3,Phyllostomus discolor
ASM1303036v1,Cannabis sativa
Agr_To.v5,Trifolium occidentale
ASM1293433v1,Setaria viridis
ASM1227299v1,Pyricularia oryzae
Oket_V1,Oncorhynchus keta
ASM1293172v1,Litsea cubeba
Pven_dovetail,Pachypsylla venusta
Bfl_VNyyK,Branchiostoma floridae
ASM1289727v1,Aspergillus flavus
ASM1289711v1,Aspergillus flavus
ASM1289699v1,Aspergillus flavus
ASM1289687v1,Aspergillus flavus
ASM1289670v1,Aspergillus flavus
ASM1289655v1,Aspergillus flavus
ASM1289641v1,Aspergillus flavus
ASM1289627v1,Aspergillus flavus
ASM1289614v1,Aspergillus flavus
ASM1289597v1,Aspergillus flavus
CM05836_v1.1,Digitaria exilis
fPseGeo1.1,Pseudochaenichthys georgianus
UCB_Mree_1.1,Muntiacus reevesi
BPBGC_Mater_1.0,Molothrus ater
ASM1243209v1,Onychostoma macrolepis
SLYMIC,Solanum lycopersicum
ASM1011175v1,[Candida] glabrata
ASM399072v2,Halorubrum sp. PV6
ASM864105v3,Canis lupus familiaris
AMELA_1.0,Ameiurus melas
ASM1239343v1,Verasper variegatus
cs10,Cannabis sativa
ASM1229523v1,Primulina huaijiensis
ASM1229521v1,Luffa acutangula
ASM1229516v1,Asparagus setaceus
Csq_v1.1.fa,Chrysomallon squamiferum
ASM159280v2,Peltaster fructicola
ASM320183v2,Acidianus brierleyi
ASM320176v2,Acidianus sulfidivorans JP7
ASM320167v2,Metallosphaera hakonensis JCM 8857 = DSM 7519
bMelUnd1.mat.Z,Melopsittacus undulatus
ASM292280v2,Oryzias melastigma
ASM1227379v1,Dendrolimus punctatus
sinSch6b,Siniperca scherzeri
corWhi6b,Coreoperca whiteheadi
sinChu7,Siniperca chuatsi
sinKne6b,Siniperca knerii
ASM1207055v1,Brugia pahangi
UTNaro_melon_Harukei-3_ver1.40,Cucumis melo
IMCB_Crot_1.0,Carcinoscorpius rotundicauda
bTaeGut2.pri.v2,Taeniopygia guttata
ASM1180015v1,Flammulina velutipes
ASM1179981v1,Saccharomyces cerevisiae
UG_Zviv_1,Zootoca vivipara
ASM1180010v1,Rattus rattus
ASM1179987v1,Thinopyrum elongatum
ASM1176536v1,Halogeometricum borinquense
mTurTru1.mat.Y,Tursiops truncatus
mArvNil1.pat.X,Arvicanthis niloticus
ASM1175060v1,Drosophila busckii
Qing,Raphanus sativus
Zm-CML52-REFERENCE-NAM-2.1,Zea mays
Zm-Ms71-REFERENCE-NAM-1.0,Zea mays
Zm-Tzi8-REFERENCE-NAM-1.0,Zea mays
Zm-Tx303-REFERENCE-NAM-1.0,Zea mays
Zm-M37W-REFERENCE-NAM-1.0,Zea mays
Zm-Mo18W-REFERENCE-NAM-1.0,Zea mays
Zm-CML228-REFERENCE-NAM-1.0,Zea mays
Zm-CML322-REFERENCE-NAM-1.0,Zea mays
Zm-B73-REFERENCE-NAM-5.0,Zea mays
Zm-HP301-REFERENCE-NAM-1.0,Zea mays
Zm-Ki11-REFERENCE-NAM-1.0,Zea mays
Zm-Ki3-REFERENCE-NAM-1.0,Zea mays
Zm-CML69-REFERENCE-NAM-1.0,Zea mays
Zm-B97-REFERENCE-NAM-1.0,Zea mays
Zm-Il14H-REFERENCE-NAM-1.0,Zea mays
Zm-CML103-REFERENCE-NAM-1.0,Zea mays
Zm-NC358-REFERENCE-NAM-1.0,Zea mays
Zm-Ky21-REFERENCE-NAM-1.0,Zea mays
Zm-NC350-REFERENCE-NAM-1.0,Zea mays
Zm-Oh43-REFERENCE-NAM-1.0,Zea mays
Zm-CML333-REFERENCE-NAM-1.0,Zea mays
Zm-CML247-REFERENCE-NAM-1.0,Zea mays
Zm-CML277-REFERENCE-NAM-1.0,Zea mays
Zm-M162W-REFERENCE-NAM-1.0,Zea mays
Zm-P39-REFERENCE-NAM-1.0,Zea mays
Zm-Oh7B-REFERENCE-NAM-1.0,Zea mays
Camarhynchus_parvulus_V1.1,Camarhynchus parvulus
ASM1169623v1,Quercus mongolica
Triticum_4.0,Triticum aestivum
ASM1160244v1,Haloarcula sp. JP-L23
ASM784410v2,Rhamnella rubrinervis
CUB_Patr_1.0,Poecile atricapillus
BTI_Eche1.2,Erysimum cheiranthoides
E.fuscoguttatus.final_Chr_v1,Epinephelus fuscoguttatus
Pleo_1.0,Plectropomus leopardus
Arabidopsis_thaliana_An-1_chrom,Arabidopsis thaliana
AWG_v2,Coregonus sp. 'balchen'
ASM1131621v1,Saccharomyces cerevisiae
ASM1111435v1,Carex littledalei
NJAU_Sexi_v1,Spodoptera exigua
ASM1129052v1,Apiotrichum mycotoxinovorans
cgigas_uk_roslin_v1,Crassostrea gigas
ASM1117029v1,Ovis aries
BPBGC_Snae_1.0,Stictonetta naevosa
BPBGC_Naur_1.0,Nettapus auritus
BPBGC_Hatr_1.0,Heteronetta atricapilla
BPBGC_Ojam_1.0,Oxyura jamaicensis
UU_Cfam_GSD_1.0,Canis lupus familiaris
Macaca_fascicularis_6.0,Macaca fascicularis
ASM1110058v1,Apis cerana cerana
mTriVul1.pri,Trichosurus vulpecula
mCalJac1.mat,Callithrix jacchus
CATAS_Mindica_2.1,Mangifera indica
bBalReg1.pri,Balearica regulorum gibbericeps
D.elegans_HK_3.0,Drosophila elegans
fEsoLuc1.pri,Esox lucius
bStrHab1.2.pri,Strigops habroptila
Rrattus_CSIRO_v1,Rattus rattus
UCI_Dpse_MV25,Drosophila pseudoobscura
ASM1103280v1,Crassostrea gigas
Morex_v2.0,Hordeum vulgare subsp. vulgare
ASM1102231v1,Saccharomyces pastorianus
Osativa_Kitaake_v2.0,Oryza sativa Japonica Group
kPetMar1.pri,Petromyzon marinus
gadMor_Celtic,Gadus morhua
PDK50,Phoenix dactylifera
bTaeGut2.pat.W.v2,Taeniopygia guttata
bTaeGut2.mat.v3,Taeniopygia guttata
Gmax_ZH13_v2.0,Glycine max
B_treatae_v1,Belonocnema kinseyi
Longicalyx_V5.0,Gossypium longicalyx
ASM1064515v1,Tigriopus japonicus
ASM1064508v1,Acipenser ruthenus
ASM1070645v1,Methanosarcina mazei
eAstRub1.3,Asterias rubens
ASM1069290v1,Haloferax alexandrinus
ASM1069288v1,Halogeometricum borinquense
ASM1057779v1,Isatis tinctoria
ASM955685v1,Talaromyces marneffei
ASM1045892v1,Hevea brasiliensis
CEY_v1,Cervus hanglu yarkandensis
ASM1036769v1,Solenopsis invicta
HeCS-4_2.0,Hericium erinaceus
ASM1023373v1,Cryptococcus neoformans var. grubii
ASM1023370v1,Cryptococcus neoformans var. grubii
C_canadensis_v1,Erigeron canadensis
ASM1011999v1,Papaver somniferum
CRPX506,Caenorhabditis remanei
BROAD_Cneof_A5-35-17_1,Cryptococcus neoformans var. grubii
BROAD_CneoA_Bt106_1,Cryptococcus neoformans var. grubii
BROAD_CneoA_Bt88_1,Cryptococcus neoformans var. grubii
BROAD_CneoA_C45_1,Cryptococcus neoformans var. grubii
BROAD_CneoA_Ftc146-1_1,Cryptococcus neoformans var. grubii
BROAD_CneoA_PMHc1023.Enr_1,Cryptococcus neoformans var. grubii
ASM1035692v1,Saccharomyces cerevisiae
ASM1035693v1,Saccharomyces cerevisiae
SEGI.2.0,Sequoiadendron giganteum
ASM593107v1,Gossypium raimondii
La_Amiga3.1,Lupinus albus
ASM1023209v1,Malassezia globosa
NAFU_Zjuj_v2.0,Ziziphus jujuba
ASM1013465v1,Fragaria nilgerrensis
ASM1012750v1,Solanum tuberosum
ASM798932v2,Drosophila virilis
ASM257140v2,Saccharomyces cerevisiae
ASM1011995v1,Papaver somniferum
ASM1009246v1,haloarchaeon 3A1-DGR
Nvit_psr_1.1,Nasonia vitripennis
GENO_Pfluv_1.0,Perca fluviatilis
ASM990537v1,Apium graveolens
ASM993813v1,Malassezia furfur
ASM991766v1,Methanothermobacter sp. THM-2
CAAS_Brap_v3.01,Brassica rapa
ASM991435v1,Methanothermobacter sp. THM-1
ASM991171v1,Methanomassiliicoccaceae archaeon DOK
PfSD01-3,Plasmodium falciparum
ASM988735v1,Solanum pinnatisectum
Coturnix japonica 2.1,Coturnix japonica
ASM985913v1,Formica selysi
ASM985666v1,Aspergillus flavus
ASM983512v1,Trichoderma reesei
BCGSAC_Cfer_1.0,Camelus ferus
ASM982717v1,Solanum tuberosum
Os132424RS1,Oryza sativa Indica Group
Os127564RS1,Oryza sativa Indica Group
AzucenaRS1,Oryza sativa Japonica Group
Os125827RS1,Oryza sativa
Os117425RS1,Oryza sativa aromatic subgroup
Os127742RS1,Oryza sativa Indica Group
OS128077RS1,Oryza sativa tropical japonica subgroup
Os132278RS1,Oryza sativa tropical japonica subgroup
Os127518RS1,Oryza sativa Indica Group
Os127652RS1,Oryza sativa aus subgroup
Os125619RS1,Oryza sativa Indica Group
CaiMos1.0,Cairina moschata domestica
ASM982972v1,Oryza sativa
ASM982973v1,Neopyropia yezoensis
mMusErm1.Pri,Mustela erminea
fPerMag1.pri,Periophthalmus magnuspinnatus
bChiLan1.pri,Chiroxiphia lanceolata
ASM982715v1,Solanum tuberosum
ASM982339v1,Thamnaconus septentrionalis
bSteHir1.pri,Sterna hirundo
bSylAtr1.pri,Sylvia atricapilla
bMerNub1.pri,Merops nubicus
rLacAgi1.pri,Lacerta agilis
bCarCri1.pri,Cariama cristata
bAytFul2.pri,Aythya fuligula
bPhoRub2.pri,Phoenicopterus ruber ruber
fHipHip1.pri,Hippoglossus hippoglossus
ASM980554v1,Oryza longistaminata
bPteGut1.pri,Pterocles gutturalis
rThaEle1.pri,Thamnophis elegans
fCycLum1.pri,Cyclopterus lumpus
bBucAby1.pri,Bucorvus abyssinicus
CNRS_Lalb_1.0,Lupinus albus
bTauEry1.pri,Tauraco erythrolophus
bGeoTri1.pri,Geothlypis trichas
ASM976281v1,Sinonovacula constricta
ASM976338v1,Coix lacryma-jobi var. lacryma-jobi
ASM976082v1,Cucumis melo var. inodorus
fNotCel1.pri,Notolabrus celidotus
ASM976176v1,Phenacoccus solenopsis
UNIPI_FiCari_1.0,Ficus carica
ASM976227v1,Haloplanus rallus
CIBIO-ISEM_LeTim_1.1,Lepus timidus
ASM976088v1,Achatina immaculata
ASM976138v1,Toxoplasma gondii
ASM974610v1,Rhododendron williamsianum
ASM185444v2,Kluyveromyces marxianus
mCya_1.0,Malurus cyaneus samueli
Dplex_v4,Danaus plexippus plexippus
Nana_v5,Naja naja
ASM973840v1,Saccharomyces cerevisiae
Xiphophorus_hellerii-4.1,Xiphophorus hellerii
fNeoBic2.1,Neostethus bicornis
xPecMax1.1,Pecten maximus
ASM972507v1,Coix aquatica
ASM972905v1,Sulfurisphaera ohwakuensis
ASM972903v1,Stygiolobus azoricus
ASM972901v1,Acidianus ambivalens
ASM972705v1,Benincasa hispida
FII_1.0,Fragaria iinumae
BosGru3.0,Bos grunniens
ASM479807v2,Drosophila melanogaster
ASM969062v1,Halorhabdus sp. CBA1104
AgR_To_v5,Trifolium repens
ASM966780v1,Leptobrachium leishanense
mSarHar1.11,Sarcophilus harrisii
GCA_000002765,Plasmodium falciparum 3D7
ASM966324v1,Saccharomyces cerevisiae
ASM966322v1,Saccharomyces cerevisiae
ASM966338v1,Saccharomyces cerevisiae
ASM966327v1,Saccharomyces cerevisiae
ASM966323v1,Saccharomyces cerevisiae
ASM966442v1,Saccharomyces cerevisiae
ASM966315v1,Saccharomyces cerevisiae
UCBerk_Dbif_1.0,Drosophila bifasciata
Cucumber_9930_V3,Cucumis sativus
